step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
9,PAYMENT,4295.08,C118431585,0.0,0.0,M2113500216,0.0,0.0,0,0
9,PAYMENT,12691.64,C902969669,66.85,0.0,M2142918581,0.0,0.0,0,0
9,CASH_IN,264968.5,C509372702,4047524.84,4312493.35,C488044861,483193.99,218225.48,0,0
9,CASH_IN,70989.52,C809190432,251.0,71240.52,C135372099,0.0,0.0,0,0
9,CASH_OUT,278817.11,C1036319299,0.0,0.0,C1870237274,2996267.1,6156824.17,0,0
9,CASH_IN,173083.44,C1005077585,10723745.61,10896829.05,C99509209,388767.8,215684.35,0,0
9,CASH_OUT,330414.02,C813117331,20584.0,0.0,C1433313209,0.0,1144202.34,0,0
9,CASH_OUT,147208.8,C940273975,45981.0,0.0,C1734994489,0.0,147208.8,0,0
9,TRANSFER,1039935.34,C162120621,0.0,0.0,C1982422889,1042180.17,2365852.53,0,0
9,CASH_OUT,7140.99,C876268539,121489.0,114348.01,C1121729242,258081.88,265222.87,0,0
9,TRANSFER,1194756.21,C1231386130,0.0,0.0,C1404112538,3574014.66,4768770.86,0,0
9,CASH_IN,27960.31,C656023414,7691070.38,7719030.69,C348831002,72840.26,44879.95,0,0
9,CASH_OUT,285218.88,C636653286,0.0,0.0,C1889395764,15939381.81,16224600.69,0,0
9,PAYMENT,13463.24,C1094768102,21049.0,7585.76,M626052040,0.0,0.0,0,0
9,PAYMENT,969.6,C1810033028,30080.0,29110.4,M412486372,0.0,0.0,0,0
9,CASH_OUT,17213.55,C1873631794,55524.0,38310.45,C174505802,0.0,235453.19,0,0
9,PAYMENT,3179.99,C647870701,0.0,0.0,M934201161,0.0,0.0,0,0
9,CASH_OUT,21154.25,C161425012,29256.0,8101.75,C1607596122,42804.0,1955312.05,0,0
9,PAYMENT,6874.26,C803888741,75544.0,68669.74,M2078541428,0.0,0.0,0,0
9,PAYMENT,1782.51,C654941571,659982.81,658200.3,M1621195622,0.0,0.0,0,0
9,CASH_OUT,26117.78,C1982825479,0.0,0.0,C1245472829,813339.47,755238.64,0,0
9,CASH_OUT,250803.65,C479836108,59646.0,0.0,C67247632,11984.0,511436.61,0,0
9,TRANSFER,1929126.6,C52133529,0.0,0.0,C111210112,2493592.32,4937149.41,0,0
9,PAYMENT,11973.5,C1168983628,0.0,0.0,M892766260,0.0,0.0,0,0
9,CASH_OUT,43807.35,C90067433,123.0,0.0,C1471687261,102.0,1008487.6,0,0
9,PAYMENT,13394.21,C167748893,49780.0,36385.79,M86438514,0.0,0.0,0,0
9,PAYMENT,19675.67,C915841143,273097.75,253422.08,M77973223,0.0,0.0,0,0
9,PAYMENT,157.77,C341047616,11157.0,10999.23,M818429532,0.0,0.0,0,0
9,TRANSFER,65597.11,C1597957920,755904.19,690307.08,C145593324,403196.46,391197.72,0,0
9,CASH_IN,260733.41,C1881353451,60874.0,321607.41,C319762070,164038.24,0.0,0,0
9,CASH_IN,177302.27,C1369595473,10070964.37,10248266.64,C936053020,234046.94,337984.44,0,0
9,CASH_IN,255964.44,C505803199,4200023.42,4455987.86,C1262822392,23037202.88,22818519.57,0,0
9,CASH_OUT,176464.48,C1449479780,0.0,0.0,C138905202,361198.79,0.0,0,0
9,PAYMENT,5619.5,C1959876750,164711.54,159092.04,M1947773991,0.0,0.0,0,0
9,PAYMENT,24067.32,C1510636135,1359639.98,1335572.66,M1669941072,0.0,0.0,0,0
9,PAYMENT,7098.35,C2058528941,10283.0,3184.65,M694663123,0.0,0.0,0,0
9,PAYMENT,11752.39,C516079360,11502.0,0.0,M224550724,0.0,0.0,0,0
9,CASH_OUT,52304.43,C1286940032,0.0,0.0,C2019675115,247036.6,326800.39,0,0
10,PAYMENT,10097.77,C315900525,200103.19,190005.42,M172669935,0.0,0.0,0,0
10,TRANSFER,933075.4,C2018103172,0.0,0.0,C395252462,1793266.26,2092420.9,0,0
10,CASH_IN,355469.91,C1384997889,120863.53,476333.43,C1216945711,4743.66,0.0,0,0
10,CASH_OUT,151801.98,C1252377883,0.0,0.0,C376023323,734984.12,886786.1,0,0
10,CASH_IN,484543.73,C893462852,211970.0,696513.73,C24119573,0.0,0.0,0,0
10,CASH_OUT,362231.47,C532893709,17655.0,0.0,C720335307,58446.75,420678.22,0,0
10,PAYMENT,685.92,C1647109785,42200.0,41514.08,M299538673,0.0,0.0,0,0
10,CASH_OUT,125542.2,C1538815232,0.0,0.0,C75629578,1749814.85,1828873.99,0,0
10,CASH_IN,181090.39,C1639957466,3173376.65,3354467.04,C1933965693,4589013.12,4678941.51,0,0
10,CASH_IN,188924.41,C776633935,48195.0,237119.41,C357863579,605443.02,400570.3,0,0
10,CASH_OUT,102299.2,C1924101856,0.0,0.0,C1757533511,5955598.26,6052257.44,0,0
10,CASH_OUT,255049.1,C1245514334,0.0,0.0,C1757533511,6057897.45,6052257.44,0,0
10,CASH_OUT,161799.35,C1405879125,188.0,0.0,C1392780635,0.0,161799.35,0,0
10,CASH_OUT,193548.58,C911436147,239880.0,46331.42,C523999866,62.0,386845.73,0,0
10,TRANSFER,792837.09,C1770002894,260942.93,0.0,C1034902119,579927.58,1382434.77,0,0
10,PAYMENT,1473.91,C526744472,0.0,0.0,M1973389381,0.0,0.0,0,0
10,CASH_IN,44958.4,C1459922063,6101798.7,6146757.1,C1236311131,73833.09,28874.69,0,0
10,CASH_IN,39314.65,C1751763322,13402.61,52717.26,C111391237,675765.65,636451.0,0,0
10,CASH_IN,108262.86,C909902486,2017004.92,2125267.77,C426416592,7652692.81,7544429.95,0,0
10,CASH_OUT,114593.3,C316952169,0.0,0.0,C790848185,2143794.47,2258387.77,0,0
10,CASH_IN,241036.95,C1140416304,198169.0,439205.95,C1961775753,3559.0,0.0,0,0
10,PAYMENT,162.87,C670999529,284224.77,284061.9,M1161149992,0.0,0.0,0,0
10,CASH_IN,276607.62,C1922530193,10548047.16,10824654.78,C1208736537,290496.7,884098.26,0,0
10,TRANSFER,60693.63,C469023276,0.0,0.0,C1807896178,622997.26,1073141.98,0,0
10,CASH_OUT,92684.63,C1602032159,0.0,0.0,C392347203,1209748.11,2030186.14,0,0
10,CASH_OUT,161403.85,C1669633155,30067.0,0.0,C1235790089,0.0,585.1,0,0
10,CASH_OUT,251664.43,C786095717,940096.81,688432.38,C832325285,502867.81,766787.72,0,0
10,CASH_IN,73171.71,C995235858,11189.0,84360.71,C2086425573,0.0,0.0,0,0
10,CASH_OUT,127394.13,C1579132683,0.0,0.0,C625376924,148880.52,396629.12,0,0
10,PAYMENT,2607.43,C32147952,153187.17,150579.74,M505360236,0.0,0.0,0,0
10,CASH_OUT,427204.26,C273678313,11710.0,0.0,C554987925,0.0,239179.38,0,0
10,CASH_OUT,136579.98,C168550857,43939.73,0.0,C2074887899,152458.0,289306.91,0,0
10,DEBIT,4366.64,C510028860,11556.0,7189.36,C2032075009,741479.92,745846.56,0,0
10,CASH_IN,228553.24,C1745068947,5712001.11,5940554.36,C2096057945,6809506.75,8396814.07,0,0
10,CASH_IN,20868.06,C1153988819,1871298.55,1892166.61,C2133591152,80664.41,59796.34,0,0
10,CASH_IN,60434.62,C1632088948,1892166.61,1952601.23,C1365670477,1210703.71,2152975.71,0,0
10,CASH_OUT,65886.48,C1647735337,43486.0,0.0,C647012170,358793.03,787089.39,0,0
10,PAYMENT,13842.2,C740678241,86555.09,72712.89,M655022069,0.0,0.0,0,0
10,PAYMENT,14187.33,C2074979390,52945.0,38757.67,M1381790802,0.0,0.0,0,0
10,CASH_OUT,95298.02,C902765216,81267.0,0.0,C1444407627,0.0,95298.02,0,0
10,CASH_OUT,132592.0,C174324791,0.0,0.0,C332097811,4057911.55,4067410.47,0,0
10,CASH_OUT,115962.34,C1716252065,17912.0,0.0,C857354512,7731.44,123693.77,0,0
10,CASH_IN,108012.45,C1186934006,6220115.74,6328128.2,C254558116,291122.89,183110.44,0,0
10,PAYMENT,25869.64,C455758071,216.0,0.0,M677073152,0.0,0.0,0,0
10,CASH_IN,88892.46,C2040988842,172449.27,261341.73,C694467240,0.0,0.0,0,0
10,PAYMENT,687.24,C302507420,0.0,0.0,M746114922,0.0,0.0,0,0
10,CASH_OUT,278199.4,C1495592013,0.0,0.0,C1555379907,11986272.73,12101394.79,0,0
10,PAYMENT,26434.36,C210803818,161288.0,134853.64,M1287193738,0.0,0.0,0,0
10,PAYMENT,12514.33,C1536160503,100116.0,87601.67,M1696461610,0.0,0.0,0,0
10,CASH_IN,123203.83,C500160364,5711307.0,5834510.83,C2063124058,1651043.23,2499716.11,0,0
10,CASH_OUT,480199.22,C1265281757,277322.95,0.0,C1356984650,632288.81,1192622.37,0,0
11,TRANSFER,1253180.22,C1083723786,405.0,0.0,C1662619852,1474989.64,2728169.86,0,0
11,PAYMENT,19485.92,C363870055,1152.0,0.0,M1702379343,0.0,0.0,0,0
11,TRANSFER,709728.0,C756596371,0.0,0.0,C1189861498,1674837.13,2084468.82,0,0
11,CASH_OUT,237647.73,C220694322,5012.0,0.0,C897200846,884019.4,1121667.13,0,0
11,CASH_OUT,109160.11,C2102069608,21028.0,0.0,C367446767,0.0,109160.11,0,0
11,CASH_OUT,33709.22,C1494445183,0.0,0.0,C1642006480,454828.7,632814.45,0,0
11,CASH_OUT,377976.87,C471432803,34600.0,0.0,C729186423,0.0,73242.48,0,0
11,CASH_OUT,584759.48,C514937549,224916.0,0.0,C1818219086,2246749.31,2966147.95,0,0
11,PAYMENT,12584.99,C178507801,53762.0,41177.01,M1734718164,0.0,0.0,0,0
11,CASH_OUT,139534.94,C219153632,12302.0,0.0,C794553909,0.0,139534.94,0,0
11,CASH_IN,217900.19,C997698836,3702795.73,3920695.92,C2122668216,4305345.04,4087444.86,0,0
11,CASH_IN,146514.67,C2098865410,6295367.42,6441882.09,C419775940,2559357.72,2412843.06,0,0
11,CASH_IN,25821.87,C810332637,5669039.11,5694860.98,C123366619,448552.55,422730.68,0,0
11,TRANSFER,2699734.22,C211807347,270.0,0.0,C2010468866,610535.43,2852574.27,0,0
11,PAYMENT,18057.73,C490396785,23990.55,5932.82,M1605170783,0.0,0.0,0,0
11,CASH_IN,21922.51,C2130287605,2542.0,24464.51,C110407,75472.78,0.0,0,0
11,PAYMENT,17670.41,C990909936,21014.0,3343.59,M1278480548,0.0,0.0,0,0
11,PAYMENT,12731.63,C1719840417,33037.0,20305.37,M2130976819,0.0,0.0,0,0
11,CASH_IN,87906.8,C1158990106,3234.82,91141.62,C801357928,0.0,0.0,0,0
11,CASH_OUT,99474.96,C1328713225,10186.0,0.0,C1853156807,0.0,99474.96,0,0
11,CASH_IN,39622.46,C1841324574,930463.18,970085.64,C926192308,210777.66,171155.21,0,0
11,PAYMENT,1019.38,C2043828402,0.0,0.0,M555578934,0.0,0.0,0,0
11,CASH_OUT,400785.87,C1831789216,59996.0,0.0,C185353840,3079243.38,3650313.29,0,0
11,PAYMENT,11639.37,C245523698,292745.17,281105.8,M2073179840,0.0,0.0,0,0
11,CASH_OUT,184396.86,C32073394,0.0,0.0,C935554626,485891.54,670288.4,0,0
11,CASH_OUT,300401.93,C1307642650,0.0,0.0,C283572058,1205066.09,1505468.03,0,0
11,CASH_OUT,82322.49,C57884637,0.0,0.0,C160284738,176208.1,88998.36,0,0
11,PAYMENT,6943.61,C2051540979,0.0,0.0,M141074799,0.0,0.0,0,0
11,CASH_IN,134676.43,C337999780,31465.0,166141.43,C520531457,0.0,0.0,0,0
11,CASH_OUT,314833.83,C1712377086,808896.11,494062.28,C2046733751,181.0,356558.04,0,0
11,PAYMENT,6716.49,C1044635044,45613.0,38896.51,M1621917433,0.0,0.0,0,0
11,PAYMENT,12447.01,C984995587,1040.0,0.0,M1645066794,0.0,0.0,0,0
11,CASH_OUT,132531.27,C1600444858,11313.0,0.0,C1736997874,0.0,132531.27,0,0
11,PAYMENT,5789.62,C1708488527,102425.0,96635.38,M679582118,0.0,0.0,0,0
11,CASH_IN,220023.79,C975706805,10912856.49,11132880.29,C642275652,1154672.81,1080022.65,0,0
11,CASH_OUT,47949.1,C875734655,51523.0,3573.9,C1844721461,0.0,47949.1,0,0
11,PAYMENT,161.36,C548408077,1163.0,1001.64,M1038742202,0.0,0.0,0,0
11,CASH_OUT,28242.74,C803967440,0.0,0.0,C653745564,9035901.66,9064144.4,0,0
11,PAYMENT,8244.41,C605219318,255898.89,247654.48,M2089047523,0.0,0.0,0,0
11,PAYMENT,9669.78,C7499163,98776.33,89106.55,M723966032,0.0,0.0,0,0
11,CASH_IN,151903.88,C1785147364,5483580.21,5635484.09,C1805253792,2215529.16,2223686.39,0,0
11,CASH_OUT,138350.26,C1062141784,5377.0,0.0,C863909301,0.0,164814.46,0,0
11,CASH_IN,384691.82,C1407699083,45996.96,430688.78,C1952900110,49858.0,0.0,0,0
11,CASH_OUT,73988.02,C914580582,21423.0,0.0,C1329844664,0.0,0.0,0,0
11,CASH_OUT,53915.31,C1943161839,0.0,0.0,C1526401615,2986992.11,3040907.41,0,0
11,CASH_OUT,517721.11,C298868738,123424.0,0.0,C1271399241,0.0,517721.11,0,0
12,PAYMENT,12764.24,C1870418906,6248.0,0.0,M419243317,0.0,0.0,0,0
12,PAYMENT,1625.27,C1650132258,242661.86,241036.58,M1130077763,0.0,0.0,0,0
12,PAYMENT,19300.21,C1183587042,14205.0,0.0,M1438926716,0.0,0.0,0,0
12,CASH_OUT,34827.66,C564004788,0.0,0.0,C529622292,5905672.31,5940499.97,0,0
12,CASH_IN,37693.38,C1259672909,0.0,37693.38,C1245478626,331183.45,293490.07,0,0
12,CASH_IN,251593.0,C669488981,44152.0,295745.0,C281668194,2456482.08,2204889.08,0,0
12,CASH_IN,93763.76,C900002619,15914706.82,16008470.58,C1276977413,160212.82,66449.06,0,0
12,CASH_IN,131162.65,C287365958,50251.0,181413.65,C262911569,3109735.23,2978572.58,0,0
12,CASH_IN,205081.3,C860359292,0.0,205081.3,C442617206,411834.7,206753.4,0,0
12,CASH_IN,173790.41,C1136383224,4109621.26,4283411.66,C582901057,1870132.56,1696342.16,0,0
12,PAYMENT,15526.98,C63044204,0.0,0.0,M19590170,0.0,0.0,0,0
12,CASH_OUT,190719.66,C323890294,0.0,0.0,C36370443,308822.48,499542.14,0,0
12,DEBIT,15746.25,C783933437,0.0,0.0,C90167088,70550.03,86296.28,0,0
12,CASH_OUT,12819.72,C1403800632,0.0,0.0,C1069131391,2456171.42,2468991.15,0,0
12,PAYMENT,17035.36,C1664352870,359.0,0.0,M1139304850,0.0,0.0,0,0
12,CASH_OUT,112570.76,C1479523126,0.0,0.0,C2050426176,6839677.34,7411013.24,0,0
12,CASH_IN,415013.88,C1210193335,2211691.63,2626705.51,C1067155425,919816.38,504802.51,0,0
12,CASH_OUT,71587.48,C1115001659,41782.0,0.0,C695275657,30107.0,0.0,0,0
12,CASH_IN,90984.83,C1107375277,7246421.22,7337406.05,C1692066743,5992204.07,7416773.85,0,0
12,CASH_OUT,207861.13,C720426124,252495.0,44633.87,C1085553281,39010.0,273204.04,0,0
12,PAYMENT,44201.39,C1586303134,11840.0,0.0,M47276193,0.0,0.0,0,0
12,PAYMENT,30289.54,C556408955,204763.91,174474.37,M1643772185,0.0,0.0,0,0
12,PAYMENT,2055.08,C2038471754,554366.87,552311.79,M1135373418,0.0,0.0,0,0
12,CASH_OUT,211267.63,C745441555,203302.0,0.0,C1528914331,178746.74,390014.37,0,0
12,CASH_IN,237365.85,C1442729454,9732414.16,9969780.01,C70462365,1553664.56,1648506.23,0,0
12,CASH_OUT,43499.43,C2096377911,0.0,0.0,C743444789,64603.0,62342.5,0,0
12,CASH_OUT,60580.09,C482501311,254827.92,194247.83,C1539011527,155.0,353880.88,0,0
12,PAYMENT,3618.77,C2027251244,20081.0,16462.23,M377787422,0.0,0.0,0,0
12,CASH_OUT,480153.78,C860329086,0.0,0.0,C1562621850,2224686.32,2981036.63,0,0
12,PAYMENT,9788.19,C778647815,0.0,0.0,M791256634,0.0,0.0,0,0
12,CASH_OUT,108188.05,C1472241285,0.0,0.0,C1390814796,992889.86,1101952.11,0,0
12,PAYMENT,5480.52,C177449603,567293.83,561813.31,M1075730476,0.0,0.0,0,0
12,PAYMENT,5619.37,C1230341132,0.0,0.0,M1754252726,0.0,0.0,0,0
12,PAYMENT,14125.87,C1691809501,20931.0,6805.13,M1898948523,0.0,0.0,0,0
12,PAYMENT,12412.67,C1080725487,0.0,0.0,M567717465,0.0,0.0,0,0
12,PAYMENT,3821.87,C1803864675,0.0,0.0,M455256002,0.0,0.0,0,0
12,TRANSFER,1563751.93,C1690209986,0.0,0.0,C249617639,1606887.07,3291825.79,0,0
12,DEBIT,1893.2,C719056502,228855.17,226961.97,C999528842,137055.3,138948.5,0,0
12,PAYMENT,4703.73,C1988627849,989413.83,984710.11,M1403749231,0.0,0.0,0,0
12,CASH_IN,521665.0,C1830277148,54950.0,576615.0,C1162306464,11418.0,0.0,0,0
12,CASH_OUT,189877.44,C778225494,12044.0,0.0,C1831028819,0.0,12506.28,0,0
12,CASH_IN,208908.87,C1154570690,4302630.76,4511539.63,C497865374,365455.51,156546.64,0,0
12,CASH_OUT,59935.49,C1825143486,8905.0,0.0,C2072650781,0.0,59935.49,0,0
12,CASH_OUT,206657.06,C1786079620,108.0,0.0,C1105145117,0.0,230326.79,0,0
12,CASH_OUT,307851.63,C1800863797,30628.0,0.0,C230230154,21857.87,329709.5,0,0
13,TRANSFER,262344.83,C1924254893,0.0,0.0,C1000630508,697030.5,1025757.49,0,0
13,PAYMENT,9790.4,C319286922,511931.06,502140.67,M1501187151,0.0,0.0,0,0
13,TRANSFER,103664.46,C724522902,0.0,0.0,C419642608,290442.78,394107.24,0,0
13,CASH_OUT,118860.37,C447862030,0.0,0.0,C1776449847,1003177.5,1122037.87,0,0
13,CASH_OUT,61015.65,C1939938319,0.0,0.0,C1234250905,74754.82,83949.96,0,0
13,CASH_OUT,32166.93,C1166718398,0.0,0.0,C1315052927,59806.0,81220.4,0,0
13,PAYMENT,21196.4,C1930222973,24535.0,3338.6,M498510951,0.0,0.0,0,0
13,DEBIT,1523.62,C446213304,812.0,0.0,C596226373,180235.94,103239.55,0,0
13,CASH_IN,212180.05,C1760546868,9453798.96,9665979.01,C1561974083,944336.68,732156.62,0,0
13,CASH_IN,44561.97,C654370402,304235.82,348797.79,C1833310234,390354.33,345792.35,0,0
13,CASH_IN,86725.51,C1047780393,50347.0,137072.51,C1799657969,7591883.65,7605675.86,0,0
13,CASH_OUT,243325.93,C85200320,13230.0,0.0,C53200310,0.0,466105.59,0,0
13,PAYMENT,4446.12,C354734471,21331.0,16884.88,M195603903,0.0,0.0,0,0
13,PAYMENT,5831.97,C1080383330,451128.88,445296.91,M1663177662,0.0,0.0,0,0
13,CASH_OUT,21175.73,C1792701443,15403.01,0.0,C2096392307,299295.31,320471.05,0,0
13,CASH_OUT,22543.4,C1575774073,10874.0,0.0,C309747976,290598.22,313141.62,0,0
13,PAYMENT,37869.63,C16606881,25990.0,0.0,M312677365,0.0,0.0,0,0
13,PAYMENT,4718.85,C973451842,0.0,0.0,M991559926,0.0,0.0,0,0
13,PAYMENT,5687.46,C2102252925,434.0,0.0,M1171833545,0.0,0.0,0,0
13,CASH_IN,210015.89,C1792089293,553757.51,763773.4,C480654105,421634.8,211618.91,0,0
13,TRANSFER,251656.23,C1312284666,0.0,0.0,C1078776868,542418.69,794074.91,0,0
13,PAYMENT,3052.07,C831022891,0.0,0.0,M608758293,0.0,0.0,0,0
13,CASH_IN,429306.16,C573398369,1600938.39,2030244.55,C1321586454,2119546.22,1690240.06,0,0
13,CASH_IN,557524.89,C542940315,9931.0,567455.89,C2007385376,0.0,0.0,0,0
13,CASH_OUT,252180.14,C577419668,0.0,0.0,C1310642072,8201964.26,8454144.4,0,0
13,TRANSFER,939048.91,C769041290,0.0,0.0,C162013443,2619310.56,3558359.47,0,0
13,CASH_OUT,273963.23,C1810624954,11681.0,0.0,C644165296,3595763.78,3869727.02,0,0
13,CASH_OUT,139358.94,C95043297,0.0,0.0,C1544261736,1594249.03,1733607.97,0,0
13,CASH_OUT,29498.29,C713372745,157214.0,127715.71,C1536541115,0.0,398080.81,0,0
13,TRANSFER,392849.49,C1255777999,0.0,0.0,C172396272,1280500.64,1096495.34,0,0
13,PAYMENT,34565.32,C1140492713,105014.0,70448.68,M1111585638,0.0,0.0,0,0
13,CASH_OUT,419757.1,C1259215590,0.0,0.0,C1137482019,787486.71,1207243.81,0,0
13,CASH_OUT,89024.27,C1113638964,1289.0,0.0,C463257162,24159.99,113184.26,0,0
13,PAYMENT,25510.77,C1581125324,893.0,0.0,M1141954891,0.0,0.0,0,0
13,CASH_OUT,88217.16,C1062632281,821496.0,733278.84,C1074821415,4419655.39,4232391.12,0,0
13,CASH_OUT,159539.9,C472657410,159644.0,104.1,C1424778367,84686.06,447682.85,0,0
13,PAYMENT,3888.47,C397491344,175948.14,172059.67,M755758317,0.0,0.0,0,0
13,CASH_OUT,225346.73,C1221837989,0.0,0.0,C1848270947,2384004.5,2826414.19,0,0
13,PAYMENT,22621.24,C1174063225,123577.0,100955.76,M1308766736,0.0,0.0,0,0
13,CASH_IN,308320.29,C1239917569,57014.0,365334.29,C1298883432,0.0,0.0,0,0
13,PAYMENT,21637.86,C250842567,578171.81,556533.95,M1679741108,0.0,0.0,0,0
13,CASH_OUT,342824.77,C286779232,1613.4,0.0,C1446934752,5075837.34,5418662.11,0,0
13,PAYMENT,11928.35,C315849451,338408.3,326479.95,M1656284041,0.0,0.0,0,0
13,PAYMENT,8172.79,C1296118332,0.0,0.0,M544482598,0.0,0.0,0,0
13,CASH_OUT,589440.98,C1078944109,199739.0,0.0,C1357155606,1176200.51,1765641.49,0,0
14,CASH_IN,131529.5,C1086768626,14716.1,146245.6,C174814262,1500923.3,2353800.63,0,0
14,PAYMENT,3291.82,C1517101725,0.0,0.0,M1409613094,0.0,0.0,0,0
14,CASH_IN,98049.55,C1993793926,3905833.91,4003883.46,C1814361629,5160923.23,5062873.68,0,0
14,PAYMENT,6502.49,C1883367397,300103.97,293601.48,M1519514195,0.0,0.0,0,0
14,CASH_OUT,74774.47,C740800743,164714.0,89939.53,C1338179321,940850.14,1015624.61,0,0
14,CASH_IN,126619.84,C222180479,2572473.34,2699093.19,C1559037239,1703589.75,1576969.91,0,0
14,CASH_IN,167801.65,C819474524,2417657.53,2585459.19,C2008892276,916158.98,748357.32,0,0
