step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
236,CASH_IN,112501.62,C1730289880,126.0,112627.62,C1460579150,4058237.23,3945735.62,0,0
9,CASH_OUT,73543.59,C1256360936,0.0,0.0,C257884050,659044.27,828362.08,0,0
596,PAYMENT,992.24,C860029526,0.0,0.0,M981722263,0.0,0.0,0,0
374,CASH_IN,117317.1,C1875464731,24601.0,141918.1,C873623629,149462.29,32145.19,0,0
259,CASH_IN,46036.42,C1282385988,4164221.79,4210258.21,C1598475120,253439.27,207402.85,0,0
564,PAYMENT,3618.16,C319139749,130.0,0.0,M845822907,0.0,0.0,0,0
16,PAYMENT,14659.91,C1628560992,280257.47,265597.55,M904474793,0.0,0.0,0,0
375,CASH_OUT,264300.31,C2074250054,0.0,0.0,C1371483851,2861565.43,3125865.74,0,0
330,CASH_OUT,149378.86,C1116149303,0.0,0.0,C1582135531,928617.91,1077996.77,0,0
347,PAYMENT,10044.77,C374093951,10791.0,746.23,M1116456141,0.0,0.0,0,0
228,CASH_OUT,357894.38,C538206276,105029.0,0.0,C2121495831,805886.04,1163780.41,0,0
205,CASH_OUT,132064.19,C327124326,206767.0,74702.81,C1236470271,0.0,132064.19,0,0
233,TRANSFER,865151.54,C147340368,15851.0,0.0,C378465989,42689.78,907841.32,0,0
517,CASH_OUT,555328.55,C482849190,555328.55,0.0,C1421855505,0.0,555328.55,1,0
43,PAYMENT,10758.26,C938378226,407555.42,396797.16,M1251772708,0.0,0.0,0,0
309,TRANSFER,222694.08,C711809884,222694.08,0.0,C1914647954,0.0,0.0,1,0
228,CASH_OUT,55141.41,C1030471126,0.0,0.0,C252000465,544498.3,599639.72,0,0
137,CASH_IN,399379.03,C1402137277,3534775.51,3934154.54,C387383669,768199.98,368820.96,0,0
34,PAYMENT,5926.41,C2131874243,81832.0,75905.59,M1600437561,0.0,0.0,0,0
215,PAYMENT,4728.75,C592310576,0.0,0.0,M1800685026,0.0,0.0,0,0
357,CASH_IN,177301.84,C1681772662,3438181.45,3615483.29,C2071022281,2093849.78,1916547.94,0,0
226,CASH_OUT,33563.74,C1438367972,10065.0,0.0,C2102043988,0.0,33563.74,0,0
282,CASH_IN,125752.23,C1024595589,2120218.81,2245971.04,C140546039,2515261.23,2389509.0,0,0
10,CASH_OUT,307530.53,C1314526240,0.0,0.0,C1675809149,2677691.26,4140807.97,0,0
11,PAYMENT,14701.47,C805841797,51613.0,36911.53,M105514251,0.0,0.0,0,0
474,TRANSFER,87167.88,C1618990848,87167.88,0.0,C959315595,0.0,0.0,1,0
189,CASH_OUT,86233.11,C942446396,0.0,0.0,C1441064274,120432.13,206665.24,0,0
236,CASH_OUT,7537.83,C1011943318,20599.0,13061.17,C413816791,21471.94,29009.77,0,0
547,CASH_IN,134274.76,C1499547753,14212.0,148486.76,C242526507,241399.59,107124.83,0,0
38,PAYMENT,9300.91,C1815261979,0.0,0.0,M489306469,0.0,0.0,0,0
249,CASH_OUT,170491.16,C1218739111,695250.0,524758.84,C673432116,0.0,170491.16,0,0
353,CASH_OUT,67556.86,C2047481777,20009.0,0.0,C2106459567,284465.14,352022.0,0,0
350,PAYMENT,3103.94,C738737640,0.0,0.0,M1827869903,0.0,0.0,0,0
144,PAYMENT,3255.82,C440478958,16340.2,13084.39,M1268002476,0.0,0.0,0,0
372,CASH_OUT,36306.11,C1991818349,0.0,0.0,C228797352,578753.18,615059.29,0,0
164,CASH_OUT,50498.05,C454072676,122071.0,71572.95,C534171533,556612.48,607110.53,0,0
35,CASH_IN,117458.23,C939628758,5953397.47,6070855.7,C443828822,405475.33,288017.11,0,0
234,CASH_IN,315748.95,C2010767779,0.0,315748.95,C331269897,15426342.36,15110593.41,0,0
47,TRANSFER,1321411.89,C1394843614,0.0,0.0,C1492359254,6792909.54,8114321.43,0,0
240,CASH_OUT,207598.17,C1655670514,27003.0,0.0,C1034646745,702909.16,910507.34,0,0
162,CASH_IN,317012.24,C358552429,16876.0,333888.24,C71237492,0.0,0.0,0,0
260,PAYMENT,1741.85,C1918668813,21262.55,19520.7,M1680155386,0.0,0.0,0,0
332,CASH_IN,117804.56,C39473229,2590789.35,2708593.91,C62920591,733416.91,615612.35,0,0
395,TRANSFER,124348.38,C2065781102,0.0,0.0,C206976292,1003849.17,1128197.55,0,0
14,PAYMENT,3175.65,C514161264,0.0,0.0,M1549047641,0.0,0.0,0,0
44,TRANSFER,387952.42,C374179954,387952.42,0.0,C1213274351,0.0,0.0,1,0
452,TRANSFER,227349.18,C523315738,227349.18,0.0,C1520782025,0.0,0.0,1,0
14,CASH_OUT,2726.6,C1365625405,0.0,0.0,C1209549380,979051.25,2248821.03,0,0
326,TRANSFER,15177.97,C1421733222,15177.97,0.0,C1718960484,0.0,0.0,1,0
211,CASH_OUT,301821.72,C1792978470,0.0,0.0,C655148472,7420838.55,7722660.27,0,0
522,PAYMENT,3005.59,C232867723,10743.0,7737.41,M1048135140,0.0,0.0,0,0
351,CASH_OUT,288709.34,C767087969,0.0,0.0,C2091694128,355987.39,644696.74,0,0
301,PAYMENT,12274.77,C1892028968,107040.0,94765.23,M474632345,0.0,0.0,0,0
159,CASH_OUT,75800.89,C2064497647,0.0,0.0,C926654188,2605304.0,2681104.89,0,0
35,CASH_IN,150189.81,C1053847223,91961.0,242150.81,C349701953,1903995.8,1753805.99,0,0
166,TRANSFER,122468.09,C586105058,0.0,0.0,C77017441,592104.71,714572.79,0,0
597,PAYMENT,25693.0,C1564638716,61185.09,35492.09,M238291542,0.0,0.0,0,0
165,PAYMENT,355.71,C1550072802,21833.0,21477.29,M1844644162,0.0,0.0,0,0
353,CASH_OUT,390964.72,C1123346152,40814.0,0.0,C130366840,0.0,390964.72,0,0
487,PAYMENT,17515.46,C1715652793,0.0,0.0,M60557002,0.0,0.0,0,0
48,PAYMENT,2828.98,C1610781257,11150.0,8321.02,M202518657,0.0,0.0,0,0
210,PAYMENT,21005.81,C1170017118,0.0,0.0,M1238469298,0.0,0.0,0,0
156,CASH_OUT,173778.02,C942557952,0.0,0.0,C1612206518,490904.0,664682.02,0,0
377,CASH_IN,126097.93,C392718726,1019221.64,1145319.56,C183907272,1046846.49,920748.57,0,0
648,TRANSFER,774868.1,C174708557,774868.1,0.0,C1964948476,0.0,0.0,1,0
206,TRANSFER,1714755.91,C885839499,0.0,0.0,C1631554045,2710560.53,4425316.44,0,0
188,CASH_OUT,2912.26,C480161754,156481.0,153568.74,C571989612,5515876.81,5518789.07,0,0
548,PAYMENT,7204.32,C1026603574,16281.0,9076.68,M1610240400,0.0,0.0,0,0
402,PAYMENT,14855.74,C241147158,232637.74,217782.0,M1185268608,0.0,0.0,0,0
177,TRANSFER,239556.06,C759888632,239556.06,0.0,C1568773487,0.0,0.0,1,0
34,CASH_OUT,56302.96,C1355414211,0.0,0.0,C1725740273,227034.27,507730.57,0,0
614,CASH_OUT,424700.99,C548890827,424700.99,0.0,C1881121071,646139.13,1070840.13,1,0
229,CASH_OUT,3910.96,C2054862401,0.0,0.0,C1989907655,358647.06,362558.02,0,0
259,PAYMENT,7496.69,C943192541,6380.29,0.0,M949460561,0.0,0.0,0,0
327,TRANSFER,995301.8,C1051446414,0.0,0.0,C1854463413,3331006.96,4326308.76,0,0
688,PAYMENT,7329.31,C207448332,0.0,0.0,M2052007233,0.0,0.0,0,0
330,CASH_OUT,181993.28,C357753767,24528.0,0.0,C2071688905,653456.23,835449.51,0,0
522,CASH_IN,62859.74,C525229368,53496.0,116355.74,C396113724,3869726.03,3806866.29,0,0
40,CASH_OUT,116656.44,C1106616835,0.0,0.0,C1358195048,2125584.62,2242241.06,0,0
251,CASH_IN,392637.91,C1069397060,177937.0,570574.91,C331931205,5706649.55,5314011.64,0,0
19,PAYMENT,13894.82,C1936080839,0.0,0.0,M144054118,0.0,0.0,0,0
299,CASH_OUT,301239.83,C1508663460,108.0,0.0,C2059736689,0.0,301239.83,0,0
45,PAYMENT,15392.92,C1823963249,315107.54,299714.62,M762645878,0.0,0.0,0,0
9,CASH_OUT,191297.55,C2090874799,0.0,0.0,C2119123648,766248.76,1043199.99,0,0
226,CASH_OUT,85125.42,C752920948,0.0,0.0,C185980513,227592.48,312717.89,0,0
186,PAYMENT,19412.71,C737231417,0.0,0.0,M610611894,0.0,0.0,0,0
19,CASH_OUT,193874.63,C1472035692,83593.0,0.0,C480047769,0.0,193874.63,0,0
149,CASH_OUT,14016.65,C1941677118,14016.65,0.0,C1983026804,1818633.89,1832650.55,1,0
375,CASH_OUT,123110.38,C1615319309,0.0,0.0,C1618517768,2191898.7,2315009.08,0,0
235,PAYMENT,6986.73,C209835887,5048.0,0.0,M1935801946,0.0,0.0,0,0
36,CASH_OUT,103056.0,C1859440956,103056.0,0.0,C1389963224,444182.13,547238.13,1,0
132,CASH_IN,53981.35,C1305888128,3858498.61,3912479.95,C74811001,932823.11,878841.77,0,0
14,CASH_IN,161292.97,C1271167220,956419.14,1117712.11,C1444733049,568080.4,772535.48,0,0
355,TRANSFER,217243.09,C1709612780,7770.15,0.0,C506257588,488577.1,705820.18,0,0
155,CASH_OUT,178117.71,C1499261860,23535.0,0.0,C203875320,122251.57,300369.28,0,0
33,CASH_OUT,95878.89,C1338237889,0.0,0.0,C697156329,2224187.4,2552664.55,0,0
380,TRANSFER,3676573.45,C1606705912,0.0,0.0,C1037860187,6336966.53,10013539.98,0,0
203,PAYMENT,8722.03,C1015878616,26032.0,17309.97,M564678280,0.0,0.0,0,0
162,PAYMENT,7726.5,C424301278,200215.29,192488.78,M1113227968,0.0,0.0,0,0
383,CASH_OUT,129328.94,C1855362927,0.0,0.0,C1545218775,436100.14,565429.08,0,0
358,CASH_IN,39462.54,C866722123,2079092.76,2118555.3,C1325614671,443817.82,404355.28,0,0
137,PAYMENT,38042.81,C98703567,0.0,0.0,M824742073,0.0,0.0,0,0
229,DEBIT,3599.33,C2095773528,0.0,0.0,C1589543602,9098566.87,9102166.2,0,0
20,CASH_IN,461432.77,C1979866176,5117544.17,5578976.94,C1583589452,477122.89,15690.12,0,0
40,CASH_OUT,465089.13,C1475808259,50073.0,0.0,C1515352431,135206.51,600295.64,0,0
379,TRANSFER,82091.41,C786770868,0.0,0.0,C519541380,6516143.28,6598234.69,0,0
239,CASH_OUT,365192.92,C801707412,125.91,0.0,C1056483987,1078978.78,1444171.7,0,0
379,CASH_OUT,231044.18,C531549180,50505.0,0.0,C1082647287,5262141.31,5493185.49,0,0
13,CASH_OUT,136278.3,C959530269,20922.0,0.0,C1919681935,0.0,683888.17,0,0
399,PAYMENT,8298.33,C1224006498,0.0,0.0,M1125355701,0.0,0.0,0,0
17,CASH_OUT,471482.18,C1275654157,123649.0,0.0,C1289086092,1889878.56,2361360.74,0,0
277,PAYMENT,6457.98,C309671902,0.0,0.0,M202701789,0.0,0.0,0,0
165,PAYMENT,991.47,C1930160983,0.0,0.0,M1207411490,0.0,0.0,0,0
328,TRANSFER,1092119.68,C1489989959,0.0,0.0,C1930110374,3558688.14,4650807.82,0,0
212,CASH_OUT,168435.43,C2060048811,0.0,0.0,C2128083470,1251728.61,1420164.04,0,0
185,CASH_OUT,175930.12,C656056942,12213.0,0.0,C2094964347,1155.04,177085.16,0,0
131,PAYMENT,40431.04,C369934247,171649.48,131218.44,M211468573,0.0,0.0,0,0
307,TRANSFER,219244.27,C320566226,0.0,0.0,C1870129829,3369765.8,3589010.06,0,0
302,CASH_OUT,433084.06,C923979143,19069.0,0.0,C1528294106,1348551.06,1781635.13,0,0
567,CASH_OUT,81206.12,C522665068,14517.0,0.0,C1134192254,285491.31,366697.43,0,0
256,CASH_OUT,30092.02,C2017615967,6652.0,0.0,C1966590435,0.0,30092.02,0,0
141,PAYMENT,17640.37,C27420187,0.0,0.0,M1969685851,0.0,0.0,0,0
275,PAYMENT,827.44,C1319776052,398417.0,397589.56,M1534493688,0.0,0.0,0,0
164,PAYMENT,899.11,C1742560554,74436.23,73537.12,M967539334,0.0,0.0,0,0
299,CASH_OUT,119296.67,C1897315479,49853.0,0.0,C1019540413,70183.72,189480.4,0,0
280,CASH_OUT,96056.03,C1529385809,10017.0,0.0,C1493708319,78921.54,174977.57,0,0
345,PAYMENT,7331.98,C536022408,0.0,0.0,M1079879847,0.0,0.0,0,0
522,CASH_OUT,57510.62,C308615664,114.0,0.0,C1931345363,0.0,57510.62,0,0
639,CASH_OUT,246250.77,C2080432617,246250.77,0.0,C1212610718,270734.08,516984.85,1,0
323,CASH_IN,188783.21,C1152108086,2246140.23,2434923.44,C989454103,1331674.93,1142891.72,0,0
14,CASH_IN,138148.0,C243981107,103294.0,241442.0,C786332,0.0,0.0,0,0
181,CASH_OUT,189043.34,C1363817979,0.0,0.0,C1366757134,1081397.62,1270440.97,0,0
44,CASH_OUT,92879.23,C2014471362,0.0,0.0,C261684075,1459490.84,1552370.07,0,0
40,CASH_OUT,247464.83,C1011834240,0.0,0.0,C522318498,829155.36,1076620.19,0,0
394,PAYMENT,44169.27,C538858206,6443.0,0.0,M1398933875,0.0,0.0,0,0
378,CASH_IN,110916.27,C8473194,100104.0,211020.27,C877728032,82613.5,0.0,0,0
406,CASH_OUT,61152.57,C1135709785,17065.0,0.0,C1635141181,227188.55,288341.12,0,0
353,CASH_IN,176556.6,C942869243,3655548.4,3832105.0,C24759480,452234.07,275677.47,0,0
129,PAYMENT,646.88,C419740225,0.0,0.0,M121538200,0.0,0.0,0,0
188,CASH_OUT,142772.11,C217919203,0.0,0.0,C1436747405,4224274.77,4367046.88,0,0
303,PAYMENT,8271.3,C424654566,0.0,0.0,M577098011,0.0,0.0,0,0
18,TRANSFER,435404.27,C1288132816,53536.0,0.0,C2091110549,918592.79,1353997.06,0,0
142,PAYMENT,20860.27,C107978970,0.0,0.0,M521415238,0.0,0.0,0,0
187,PAYMENT,7957.54,C1677286985,75151.61,67194.07,M1720389337,0.0,0.0,0,0
310,CASH_IN,325335.18,C886380257,1861212.3,2186547.48,C1072074482,1411667.96,1086332.78,0,0
137,PAYMENT,3115.73,C380711604,0.0,0.0,M600425144,0.0,0.0,0,0
18,CASH_OUT,123164.02,C707868113,0.0,0.0,C1499819931,1551336.46,1654055.72,0,0
355,DEBIT,371.97,C948216147,119668.76,119296.79,C1854820630,5103018.74,5103390.71,0,0
564,PAYMENT,6414.73,C769181772,60217.0,53802.27,M211149055,0.0,0.0,0,0
273,CASH_OUT,145307.5,C1894169028,0.0,0.0,C685671789,264592.31,409899.82,0,0
130,PAYMENT,32173.44,C2098058974,440.0,0.0,M746894092,0.0,0.0,0,0
140,DEBIT,5744.76,C730868504,546134.09,540389.33,C1898150915,542066.86,547811.61,0,0
582,DEBIT,10767.57,C856075083,22274.0,11506.43,C1788412119,125658.61,136426.18,0,0
234,TRANSFER,1920397.67,C185621276,0.0,0.0,C420757019,2526396.0,4446793.67,0,0
264,PAYMENT,445.53,C1227103633,11.0,0.0,M1567005935,0.0,0.0,0,0
204,TRANSFER,617266.51,C1707570965,0.0,0.0,C575717050,8484425.19,9101691.7,0,0
37,CASH_OUT,184442.56,C51085201,0.0,0.0,C1004513120,3588148.76,3772591.32,0,0
686,PAYMENT,12919.15,C1986191499,11351.0,0.0,M1410582509,0.0,0.0,0,0
550,PAYMENT,26918.25,C708591375,141700.0,114781.75,M1148172515,0.0,0.0,0,0
154,CASH_OUT,92881.03,C1073399375,0.0,0.0,C1232365177,1702805.5,1795686.53,0,0
258,TRANSFER,705421.0,C2133471116,0.0,0.0,C1771347092,1224739.58,1930160.58,0,0
659,PAYMENT,2069.1,C1111557520,257.0,0.0,M2086740420,0.0,0.0,0,0
161,TRANSFER,1107767.17,C1797701481,41750.0,0.0,C71194304,0.0,1107767.17,0,0
282,CASH_IN,232894.32,C1176550697,122782.0,355676.32,C1209334669,138540.72,0.0,0,0
180,CASH_OUT,13090.18,C1118556318,0.0,0.0,C365876677,243384.03,256474.21,0,0
372,CASH_OUT,372669.93,C195280936,84504.0,0.0,C2023533774,2732080.42,3104750.35,0,0
444,TRANSFER,541486.74,C1850675328,541486.74,0.0,C7396544,0.0,0.0,1,0
298,PAYMENT,32.42,C2067889441,0.0,0.0,M952132340,0.0,0.0,0,0
20,CASH_OUT,62425.21,C1542894337,215666.0,153240.79,C542165393,0.0,62425.21,0,0
282,CASH_OUT,224765.91,C1600706402,202748.14,0.0,C1582520481,917935.95,1142701.86,0,0
373,PAYMENT,8065.79,C110716092,86844.28,78778.5,M242372827,0.0,0.0,0,0
206,PAYMENT,13174.85,C27707074,44426.29,31251.45,M1708279964,0.0,0.0,0,0
159,CASH_OUT,245334.92,C1103371482,0.0,0.0,C304042726,342371.13,587706.06,0,0
42,PAYMENT,7548.56,C349359603,0.0,0.0,M422418281,0.0,0.0,0,0
133,CASH_OUT,188501.69,C1181086289,0.0,0.0,C673381066,671843.71,860345.4,0,0
262,PAYMENT,894.04,C994596115,56673.0,55778.96,M1060192954,0.0,0.0,0,0
162,CASH_IN,273616.32,C1777253790,20482636.82,20756253.13,C963432142,345390.08,71773.76,0,0
178,CASH_IN,441604.19,C2103359590,565150.08,1006754.27,C1818339736,729041.4,287437.22,0,0
33,CASH_OUT,25965.91,C17852141,105.0,0.0,C512787729,359909.55,385875.47,0,0
138,CASH_OUT,107151.09,C1275307360,51191.0,0.0,C407255818,996405.0,1103556.09,0,0
183,PAYMENT,16621.05,C1252484786,144.0,0.0,M1987309739,0.0,0.0,0,0
710,CASH_OUT,112134.62,C1104251739,13922.0,0.0,C1994259902,2081221.3,2193355.92,0,0
565,CASH_OUT,254947.37,C1850623085,254947.37,0.0,C1632237950,0.0,254947.37,1,0
428,CASH_OUT,156389.3,C1616039446,90013.0,0.0,C1729024666,2457495.37,2613884.67,0,0
186,PAYMENT,6330.3,C363792804,26803.0,20472.7,M66044454,0.0,0.0,0,0
303,PAYMENT,19718.83,C1595556140,7102.0,0.0,M1759190294,0.0,0.0,0,0
134,CASH_OUT,426924.68,C1225729228,13328.0,0.0,C1975365055,4212323.83,4639248.51,0,0
281,CASH_OUT,87210.7,C688309896,304996.0,217785.3,C1766063618,101678.71,188889.41,0,0
166,CASH_IN,179177.29,C629320016,1486811.73,1665989.02,C2146223750,1192834.98,1013657.68,0,0
551,TRANSFER,1669143.57,C615350524,1669143.57,0.0,C493172655,0.0,0.0,1,0
589,PAYMENT,881.44,C1142429727,0.0,0.0,M1163386446,0.0,0.0,0,0
205,PAYMENT,10759.68,C866430774,72116.0,61356.32,M218939618,0.0,0.0,0,0
311,PAYMENT,5618.27,C751993254,0.0,0.0,M1282317657,0.0,0.0,0,0
138,CASH_OUT,194274.53,C1316232733,80663.0,0.0,C1771842535,6048137.3,6242411.84,0,0
133,CASH_OUT,26803.45,C1690293860,10069.0,0.0,C1131833416,3925919.88,3952723.33,0,0
251,CASH_OUT,530272.14,C1262077501,49956.0,0.0,C1048919435,2306703.8,2836975.94,0,0
567,PAYMENT,3545.28,C495580128,15096.84,11551.56,M923856341,0.0,0.0,0,0
186,CASH_IN,65833.47,C2100580672,28447.0,94280.47,C206004360,153249.3,87415.83,0,0
661,TRANSFER,626195.24,C1473713823,626195.24,0.0,C147889892,0.0,0.0,1,0
303,PAYMENT,20478.75,C2054491202,429.0,0.0,M1586766983,0.0,0.0,0,0
192,PAYMENT,3228.83,C1979860328,105966.0,102737.17,M1348421544,0.0,0.0,0,0
374,CASH_OUT,36192.58,C1551370300,0.0,0.0,C540373036,227895.21,264087.79,0,0
276,PAYMENT,11850.55,C890961545,1018.0,0.0,M592995950,0.0,0.0,0,0
227,CASH_IN,45000.17,C1159800747,72186.0,117186.17,C443585697,456529.83,411529.66,0,0
208,CASH_OUT,83056.53,C1245140872,0.0,0.0,C1885384882,812954.29,1139936.56,0,0
166,PAYMENT,368.71,C345432027,0.0,0.0,M695060477,0.0,0.0,0,0
397,CASH_OUT,204086.65,C2013948298,145164.04,0.0,C1390421551,854927.97,1059014.62,0,0
260,CASH_OUT,105474.47,C51482770,11688.0,0.0,C1758024836,67889.78,173364.26,0,0
385,CASH_IN,198437.34,C1794614434,5450753.26,5649190.59,C274259282,1514871.49,1316434.16,0,0
254,PAYMENT,3133.82,C1224745968,123710.0,120576.18,M1429925967,0.0,0.0,0,0
39,CASH_OUT,48573.2,C676430494,55379.0,6805.8,C201106015,1770457.04,1819030.23,0,0
237,PAYMENT,6442.09,C1557057563,10018.0,3575.91,M355315679,0.0,0.0,0,0
268,TRANSFER,754874.26,C390809517,754874.26,0.0,C1817850202,0.0,0.0,1,0
306,TRANSFER,10000000.0,C108630257,10850530.59,850530.59,C1865083017,0.0,0.0,1,0
157,CASH_OUT,33019.91,C706654881,15581.0,0.0,C1419305654,20943.0,0.0,0,0
15,CASH_IN,4177.19,C174521672,24811.0,28988.19,C1567808902,7478789.27,7474612.08,0,0
321,CASH_OUT,393624.49,C35015085,0.0,0.0,C765439757,4656368.29,5049992.78,0,0
208,CASH_OUT,454161.62,C36002672,0.0,0.0,C1757069988,2193536.94,2647698.56,0,0
36,CASH_OUT,127721.52,C1212688356,0.0,0.0,C2015806959,2050301.39,2178022.91,0,0
262,TRANSFER,68230.32,C1908083976,68230.32,0.0,C433026096,0.0,0.0,1,0
301,CASH_IN,73675.88,C439320291,13724312.34,13797988.22,C164477869,770676.8,697000.92,0,0
380,PAYMENT,4955.72,C2018349920,0.0,0.0,M679067661,0.0,0.0,0,0
187,CASH_IN,210075.87,C1746628009,14941306.8,15151382.68,C1251823221,385713.68,175637.81,0,0
356,TRANSFER,2086630.47,C905978261,0.0,0.0,C1363164554,3513076.33,5599706.8,0,0
163,CASH_IN,284688.32,C1484265875,9672678.85,9957367.17,C1731100422,1869556.81,1584868.49,0,0
162,CASH_OUT,20427.45,C1952419762,206551.0,186123.55,C1791561308,1762336.54,1782763.99,0,0
212,PAYMENT,6201.83,C691588546,0.0,0.0,M203028265,0.0,0.0,0,0
495,CASH_OUT,1248344.84,C1069559758,1248344.84,0.0,C1931212575,0.0,1248344.84,1,0
139,PAYMENT,24662.51,C1268863979,98685.22,74022.71,M1713372177,0.0,0.0,0,0
726,CASH_OUT,2216437.25,C1860220594,2216437.25,0.0,C1149224320,6843369.97,9059807.22,1,0
355,PAYMENT,7750.26,C1865721520,131091.0,123340.74,M617258630,0.0,0.0,0,0
228,PAYMENT,13178.64,C1796999134,131916.23,118737.59,M601343731,0.0,0.0,0,0
203,CASH_IN,53937.72,C1393241909,875484.33,929422.04,C1765752791,111154.51,57216.79,0,0
374,CASH_OUT,269421.03,C1862605454,42356.0,0.0,C1567196023,12703.16,282124.19,0,0
16,CASH_OUT,259742.65,C1361769422,0.0,0.0,C1540720037,6311046.03,6570788.68,0,0
705,TRANSFER,895131.96,C2006140639,0.0,0.0,C1849976160,3776087.18,4671219.14,0,0
158,PAYMENT,15874.49,C1518755111,292846.26,276971.77,M1447353999,0.0,0.0,0,0
351,CASH_IN,81159.22,C1497442072,0.0,81159.22,C1270228606,189215.15,108055.93,0,0
134,TRANSFER,809118.8,C1370345453,661971.0,0.0,C1155531020,974011.2,1783130.0,0,0
13,CASH_IN,123875.16,C1060711964,11101.0,134976.16,C47827984,441692.99,317817.83,0,0
330,CASH_OUT,76890.26,C1365887012,0.0,0.0,C280151155,148649.65,225539.91,0,0
